dataset,split,node_id,mlp_pred,final_pred,true_label,beneficial,harmful,routed_to_correction,reliability,mlp_margin,score_orig,score_final,score_gap,gap_concentration,dominant_reason,dominant_gap,mlp_anchor_orig,mlp_anchor_final,prototype_orig,prototype_final,neighbor_support_orig,neighbor_support_final,compatibility_orig,compatibility_final,feature_knn_orig,feature_knn_final,structural_far_orig,structural_far_final,mlp_anchor_gap,prototype_gap,neighbor_support_gap,compatibility_gap,feature_knn_gap,structural_far_gap
cora,0,1715,1,2,2,1,0,1,0.3722508404601183,0.206881582736969,-0.27987219096393295,0.165440605463474,0.44531279642740695,0.45964534254479694,neighbor_support,0.5988314226975897,-0.5144667969594554,-0.9392071026273561,0.20815813541412354,0.20414888858795166,0.0001763190293534388,0.5990077417269432,0.026260151552045453,0.30149107777593526,0.0,0.0,0.0,0.0,-0.42474030566790066,-0.004009246826171875,0.5988314226975897,0.2752309262238898,0.0,0.0
cora,0,1870,5,3,3,1,0,1,0.4186187950714498,0.08912292122840881,-0.4412849241155515,0.2565558224714423,0.6978407465869938,0.5772041141867875,neighbor_support,0.6305948472063422,-0.6827933993966404,-0.8768756571206339,0.20628299713134768,0.20303618907928467,0.004071967192071597,0.6346668143984138,0.031153510957669658,0.29572847611437775,0.0,0.0,0.0,0.0,-0.19408225772399346,-0.0032468080520630105,0.6305948472063422,0.2645749651567081,0.0,0.0
cora,0,1890,3,4,4,1,0,1,0.44322665132145356,0.15034794807434082,-0.34446746766285324,0.6554970428191133,0.9999645104819666,0.5569558496373469,neighbor_support,0.9,-0.5670450813124975,-0.8750263303475003,0.20248115062713623,0.2096118450164795,0.0,0.9,0.02009646302250804,0.42091152815013405,0.0,0.0,0.0,0.0,-0.3079812490350028,0.007130694389343273,0.9,0.400815065127626,0.0,0.0
cora,0,2029,3,5,5,1,0,1,0.4837292708379583,0.20322789251804352,-0.6016074000285859,0.06123937837394197,0.6628467784025279,0.4759158419370839,neighbor_support,0.8999994574583395,-0.8144692010854612,-1.428590568069598,0.2,0.20000014305114747,4.6288771443685474e-08,0.899999503747111,0.01286175476810375,0.38983029964528154,0.0,0.0,0.0,0.0,-0.6141213669841369,1.4305114745538638e-07,0.8999994574583395,0.3769685448771778,0.0,0.0
cora,0,2186,5,3,0,0,0,1,0.40959012593556415,0.02851170301437378,-0.8744020609289548,-0.6871806238164115,0.18722143711254324,0.5070275707819878,neighbor_support,0.18515494807868454,-1.0939145139693482,-1.182892434323896,0.19990320205688478,0.20482635498046875,1.5103368880023356e-06,0.18515645841557254,0.01960774064662071,0.10572899711144315,0.0,0.0,0.0,0.0,-0.08897792035454777,0.004923152923583973,0.18515494807868454,0.08612125646482244,0.0,0.0
cora,0,2316,3,4,3,0,1,1,0.3650904428829597,0.11981981992721558,-0.30037035136525503,0.5873397776668401,0.8877101290320951,0.5664495584012005,neighbor_support,0.7874267242959005,-0.5814200510769638,-0.8226090896385516,0.21070349216461182,0.2006930112838745,0.03517514925827422,0.8226018735541748,0.035171058288822755,0.3866539824673424,0.0,0.0,0.0,0.0,-0.2411890385615878,-0.010010480880737305,0.7874267242959005,0.3514829241785196,0.0,0.0
cora,0,2350,5,4,4,1,0,1,0.38906447720395443,0.2794848680496216,-0.42487421940452597,-0.3944195584732344,0.030454660931291566,0.34744540222126696,neighbor_support,0.5959553040634973,-0.7094981990570358,-1.5492552760782816,0.20621581077575685,0.20357582569122315,0.04844925687180335,0.6444045609353006,0.029958912004949628,0.30685533097852347,0.0,0.0,0.0,0.0,-0.8397570770212458,-0.002639985084533697,0.5959553040634973,0.27689641897357387,0.0,0.0
cora,0,2375,3,5,5,1,0,1,0.5168363297765225,0.049480944871902466,-0.5256844577308846,0.6416574484622167,1.1673419061931014,0.6491971269312035,neighbor_support,0.8997914656440177,-0.7386362495569411,-0.8479685679762318,0.19999983310699465,0.20000081062316896,6.269245809239953e-05,0.8998541581021101,0.01288926626096944,0.3897710477131694,0.0,0.0,0.0,0.0,-0.1093323184192907,9.775161743108551e-07,0.8997914656440177,0.37688178145219997,0.0,0.0
cora,0,2388,5,6,5,0,1,1,0.40156654654608076,0.09436474740505219,-0.7334747059813653,-0.6915756338629494,0.041899072118415925,0.38550251518292306,neighbor_support,0.2983163320631035,-1.1779714753128363,-1.543940727476775,0.20329992771148683,0.20645911693573,0.1569881343322965,0.4553044663954,0.08420870728768769,0.19060151028269554,0.0,0.0,0.0,0.0,-0.3659692521639386,0.0031591892242431585,0.2983163320631035,0.10639280299500785,0.0,0.0
cora,0,2420,5,3,3,1,0,1,0.39375641564067276,0.0931067168712616,-0.6144482664966433,-0.24174295763316467,0.37270530886347863,0.41356144473246376,neighbor_support,0.9,-0.8514990850854174,-1.7509139955217683,0.20315251350402833,0.20081090927124023,0.0,0.9,0.03389830508474576,0.40836012861736337,0.0,0.0,0.0,0.0,-0.8994149104363509,-0.0023416042327880915,0.9,0.3744618235326176,0.0,0.0
cora,0,2498,1,3,4,0,0,1,0.3115223893003704,0.18817755579948425,-0.28272058030533004,-0.0942022752857836,0.18851830501954644,0.41923715747872653,neighbor_support,0.41459837435252767,-0.5303076592706417,-0.9156750415570402,0.21275715827941896,0.1979161024093628,0.007211083058357803,0.4218094574108855,0.02761883762753491,0.20174720645100827,0.0,0.0,0.0,0.0,-0.38536738228639844,-0.014841055870056158,0.41459837435252767,0.17412836882347335,0.0,0.0
cora,0,2616,3,2,2,1,0,1,0.44322664529372435,0.22243550419807434,-0.4644973702435542,0.2988041951854292,0.7633015654289834,0.47139631863214543,neighbor_support,0.8999999757412073,-0.6733398971000019,-1.2462998529173093,0.20000007152557375,0.2000002145767212,7.983923777608864e-09,0.899999983725131,0.008842447346950158,0.44510384980088624,0.0,0.0,0.0,0.0,-0.5729599558173074,1.4305114745538638e-07,0.8999999757412073,0.4362614024539361,0.0,0.0
cora,0,2623,3,4,4,1,0,1,0.39375641564067276,0.15199574828147888,-0.550028041054771,0.35265143399826115,0.9026794750530321,0.5280462127852332,neighbor_support,0.9,-0.7760128707764978,-1.1768712725500052,0.20588836669921876,0.20861117839813234,0.0,0.9,0.02009646302250804,0.42091152815013405,0.0,0.0,0.0,0.0,-0.4008584017735074,0.0027228116989135853,0.9,0.400815065127626,0.0,0.0
cora,1,5,0,2,2,1,0,1,0.4409669284203974,0.3888755440711975,-0.3178015023254727,-0.23824043652809795,0.07956106579737476,0.35014385874438103,neighbor_support,0.7845360185616155,-0.5285551643563474,-1.6065397276590492,0.20077171325683596,0.19823154211044314,5.160658081443325e-06,0.7845411792196969,0.009976788115957305,0.3855265698008112,0.0,0.0,0.0,0.0,-1.0779845633027016,-0.0025401711463928223,0.7845360185616155,0.37554978168485387,0.0,0.0
cora,1,158,4,3,3,1,0,1,0.433557010366334,0.14032918214797974,-0.08800546391985445,0.22270198333044955,0.31070744725030397,0.47976584144946016,neighbor_support,0.44999999690416626,-0.6514896968401418,-0.9651147520549278,0.20062143802642823,0.2027838468551636,0.22499999879043495,0.6749999956946012,0.13786279610342417,0.31003289283561253,0.0,0.0,0.0,0.0,-0.313625055214786,0.0021624088287353627,0.44999999690416626,0.17217009673218836,0.0,0.0
cora,1,402,4,3,3,1,0,1,0.5834451203614768,0.35700762271881104,-0.1321598757500815,0.3704545630333976,0.5026144387834791,0.4491808844085928,neighbor_support,0.8970618591813853,-0.38817251904160727,-1.1354183217386062,0.20574085712432863,0.20686204433441163,0.00017723334204789912,0.8972390925234331,0.050094552825149234,0.40177174791415904,0.0,0.0,0.0,0.0,-0.747245802696999,0.0011211872100830023,0.8970618591813853,0.3516771950890098,0.0,0.0
cora,1,489,0,2,2,1,0,1,0.48372934964224795,0.3766075074672699,-0.2726990501377245,0.11809164606569572,0.3907906962034202,0.39203002691323846,neighbor_support,0.8999997163000579,-0.48914178542670245,-1.441617333065384,0.20898003578186036,0.2197093963623047,2.1863529383991842e-10,0.8999997165186933,0.007462699288482321,0.43999986625008186,0.0,0.0,0.0,0.0,-0.9524755476386817,0.010729360580444325,0.8999997163000579,0.43253716696159955,0.0,0.0
cora,1,782,6,4,4,1,0,1,0.37615580272588006,0.03712978959083557,-0.6641276646482648,0.4392883551635001,1.1034160198117648,0.6392239656183107,neighbor_support,0.828822656337572,-0.9082064480017338,-1.0048022415490476,0.20082693099975588,0.2106675148010254,0.023655688792487802,0.8524783451300598,0.01959616356122532,0.3809447367814625,0.0,0.0,0.0,0.0,-0.09659579354731385,0.009840583801269537,0.828822656337572,0.36134857322023717,0.0,0.0
cora,1,963,6,4,4,1,0,1,0.6259718266612239,0.3701244294643402,-0.19499392030381407,0.1488652779046973,0.3438591982085114,0.4104287663581221,neighbor_support,0.8098954908934698,-0.4091477288855741,-1.2238637517243849,0.20000016689300537,0.20000038146972657,0.0003621357623838118,0.8102576266558537,0.013791505926370847,0.36247102150350197,0.0,0.0,0.0,0.0,-0.8147160228388108,2.1457672119695737e-07,0.8098954908934698,0.3486795155771311,0.0,0.0
cora,1,968,1,3,1,0,1,1,0.4836704176153115,0.0004525184631347656,-0.8875518909360699,-0.6401958172950988,0.24735607364097112,0.3921061133364498,neighbor_support,0.8998388650082095,-1.123134132141798,-2.1407554269520728,0.20397176742553713,0.19782805442810059,1.7350377552146193e-06,0.8998406000459648,0.031608738742435756,0.40289095518290857,0.0,0.0,0.0,0.0,-1.0176212948102747,-0.006143712997436546,0.8998388650082095,0.3712822164404728,0.0,0.0
cora,1,1052,4,3,3,1,0,1,0.39375641564067276,0.11740121245384216,-0.3264129200465656,0.6956707656424719,1.0220836856890374,0.6023658665788281,neighbor_support,0.9,-0.5826008926538385,-0.8186133318784568,0.2060560464859009,0.21132357120513917,0.0,0.9,0.05013192612137203,0.4029605263157895,0.0,0.0,0.0,0.0,-0.23601243922461823,0.005267524719238276,0.9,0.3528286001944175,0.0,0.0
cora,1,1101,4,3,3,1,0,1,0.5046568227872142,0.3775576055049896,-0.1304050602039048,0.1751233715038843,0.3055284317077891,0.4149467313554075,neighbor_support,0.7933090792407371,-0.3799794809376595,-1.1831320361948707,0.20435850620269777,0.20860280990600588,0.0003558393390393986,0.7936649185797765,0.044860075192017505,0.35598767921297264,0.0,0.0,0.0,0.0,-0.8031525552572112,0.004244303703308111,0.7933090792407371,0.31112760402095513,0.0,0.0
cora,1,1166,2,3,3,1,0,1,0.4431380992731421,0.21554073691368103,-0.28840336526127214,0.5657163371230903,0.8541197023843625,0.5169551967468181,neighbor_support,0.8995615318173521,-0.5070794047383477,-0.950077091876628,0.2029982089996338,0.21317634582519532,0.00019937765220690744,0.899760909469559,0.015478452825234813,0.402856173704964,0.0,0.0,0.0,0.0,-0.44299768713828036,0.010178136825561512,0.8995615318173521,0.3873777208797292,0.0,0.0
cora,1,1242,6,3,3,1,0,1,0.406419287547366,0.15412461757659912,-0.3445397064524792,0.3297379223775039,0.6742776288299831,0.5272563111009289,neighbor_support,0.6910789159574702,-0.570074037607753,-0.8882890818449929,0.20548007488250733,0.2100935459136963,0.00018363290504183678,0.691262548862512,0.01987062336772463,0.3166709094462884,0.0,0.0,0.0,0.0,-0.3182150442372399,0.004613471031188976,0.6910789159574702,0.2968002860785638,0.0,0.0
cora,1,1361,2,1,2,0,1,1,0.39808185482035224,0.2794036865234375,-0.16338609299030687,0.21926062395822365,0.38264671694853053,0.4479823767239202,neighbor_support,0.7194603030865363,-0.4764304489331644,-1.07413697460705,0.21271302700042727,0.19874223470687868,0.058648746360490195,0.7781090494470265,0.04168258258194006,0.3165463144113684,0.0,0.0,0.0,0.0,-0.5977065256738856,-0.013970792293548584,0.7194603030865363,0.2748637318294283,0.0,0.0
cora,1,1731,4,2,2,1,0,1,0.54404012328034,0.11268424987792969,-0.3894290179206861,0.7241929244526271,1.1136219423733131,0.5730426319342418,neighbor_support,0.8999998299085429,-0.5947572402348513,-0.823228008794759,0.2013704299926758,0.2074211835861206,2.6732719210024545e-12,0.8999998299112162,0.003957792318816132,0.43999991975004926,0.0,0.0,0.0,0.0,-0.22847076855990767,0.006050753593444813,0.8999998299085429,0.4360421274312331,0.0,0.0
cora,1,1856,2,1,1,1,0,1,0.346173545903679,0.06180348992347717,-0.724475731780464,-0.386163324310376,0.338312407470088,0.5095332715483016,neighbor_support,0.34766044076509084,-0.9387647445988518,-1.110764320258416,0.19903160333633424,0.2183616638183594,0.00043720544722328935,0.34809764621231415,0.014820204034830317,0.15814168591736658,0.0,0.0,0.0,0.0,-0.17199957565956425,0.019330060482025152,0.34766044076509084,0.14332148188253627,0.0,0.0
cora,1,1922,4,0,0,1,0,1,0.44322665132145356,0.05889657139778137,-0.5981829549621072,-0.504789833086446,0.09339312187566118,0.3822808804497732,neighbor_support,0.9,-0.8206102644651341,-1.9510586328540114,0.1999998688697815,0.20000014305114747,0.0,0.9,0.022427440633245383,0.34626865671641793,0.0,0.0,0.0,0.0,-1.1304483683888773,2.74181365972348e-07,0.9,0.32384121608317257,0.0,0.0
cora,1,1967,5,4,4,1,0,1,0.44109967591465526,0.42718811333179474,-0.23329737446572607,-0.06279489419709339,0.17050248026863268,0.37420348350715515,neighbor_support,0.8932732683382193,-0.44942127522262976,-1.5568020273064531,0.20204131603240968,0.20110709667205812,0.000983898063425376,0.8942571664016447,0.013098686661068618,0.39864287003565696,0.0,0.0,0.0,0.0,-1.1073807520838232,-0.000934219360351568,0.8932732683382193,0.38554418337458835,0.0,0.0
cora,1,2018,5,0,0,1,0,1,0.43763188678712317,0.10967320203781128,-0.03253950763691216,0.08855584023668386,0.12109534787359602,0.453847012999341,neighbor_support,0.258431929964977,-0.604887428705798,-0.829052358975731,0.2074307441711426,0.2088019847869873,0.24511143190770138,0.5035433618726783,0.1198057449900419,0.20526285255274926,0.0,0.0,0.0,0.0,-0.224164930269933,0.0013712406158447044,0.258431929964977,0.08545710756270736,0.0,0.0
cora,1,2128,0,3,3,1,0,1,0.440669177884015,0.46675270795822144,-0.06461389361548046,0.12441082307127807,0.18902471668675852,0.3879587461504427,neighbor_support,0.8921608203729222,-0.32708908734129105,-1.3693711754543492,0.21362066268920898,0.20060107707977295,0.0009340013459936863,0.8930948217189159,0.047920529690607915,0.4000860997269384,0.0,0.0,0.0,0.0,-1.0422820881130581,-0.01301958560943603,0.8921608203729222,0.35216557003633053,0.0,0.0
cora,1,2393,3,4,4,1,0,1,0.44321706045194303,0.36632293462753296,-0.16990109711279086,0.3077327598412575,0.47763385695404836,0.43647727187585966,neighbor_support,0.8999706061064527,-0.401155218062463,-1.1932861350925208,0.19999977350234988,0.20000059604644777,3.4985458689532572e-06,0.8999741046523217,0.031250848901453326,0.40104419423500876,0.0,0.0,0.0,0.0,-0.7921309170300578,8.225440978892884e-07,0.8999706061064527,0.36979334533355546,0.0,0.0
cora,1,2587,0,4,4,1,0,1,0.393756184023871,0.4492577016353607,-0.09344955730501814,0.21848953217553277,0.31193908948055094,0.40030541902411565,neighbor_support,0.8999992438040417,-0.32248250430390735,-1.2906536794146202,0.20365962982177735,0.20808868408203127,1.3083059383034578e-07,0.8999993746346355,0.025373186346518035,0.40105515287348614,0.0,0.0,0.0,0.0,-0.9681711751107128,0.004429054260253917,0.8999992438040417,0.3756819665269681,0.0,0.0
citeseer,0,33,4,5,5,1,0,1,0.4109394991036906,0.20212236046791077,-0.6460516615377047,-0.6226612317197784,0.023390429817926273,0.36334254181894626,neighbor_support,0.5128323644576537,-0.9066064094372815,-1.600625920211608,0.1941515564918518,0.20258612632751466,0.027795780176609258,0.5406281446342629,0.038607411231115815,0.2347504175300521,0.0,0.0,0.0,0.0,-0.6940195107743264,0.008434569835662847,0.5128323644576537,0.19614300629893627,0.0,0.0
citeseer,0,125,5,2,2,1,0,1,0.39269180200163917,0.15983250737190247,-0.5085602728774662,0.3502616219237261,0.8588218948011923,0.5340644638938694,neighbor_support,0.8945604869356332,-0.740248538811441,-1.1483399412333584,0.20122873783111572,0.20917770862579346,0.002565056238976082,0.8971255431746092,0.027894471863883046,0.3922983113566818,0.0,0.0,0.0,0.0,-0.4080914024219173,0.00794897079467774,0.8945604869356332,0.36440383949279875,0.0,0.0
citeseer,0,129,5,2,0,0,0,1,0.32521043912262154,0.195251926779747,-0.6808375469418607,-0.5484243982321579,0.13241314870970278,0.3810508919626397,neighbor_support,0.6969757424522005,-0.9347834993518512,-1.7747841562792794,0.2028203010559082,0.19448336362838747,0.01795012094906124,0.7149258634012617,0.0331755304050211,0.3169505310174722,0.0,0.0,0.0,0.0,-0.8400006569274282,-0.00833693742752073,0.6969757424522005,0.28377500061245114,0.0,0.0
citeseer,0,226,2,4,4,1,0,1,0.44322665132145356,0.003574460744857788,-0.8805260769333727,0.40237397003890363,1.2829000469722764,0.690076705826728,neighbor_support,0.9,-1.086555746337907,-1.097207143172702,0.19686182737350466,0.2096728563308716,0.0,0.9,0.009167842031029619,0.38990825688073394,0.0,0.0,0.0,0.0,-0.01065139683479499,0.012811028957366938,0.9,0.38074041484970433,0.0,0.0
citeseer,0,252,5,4,5,0,1,1,0.39201871061136795,0.25663869082927704,-0.47317587346750284,-0.1604382729449783,0.31273760052252453,0.4151794388340892,neighbor_support,0.8927540047741017,-0.7297151605547354,-1.6467340804357367,0.20471858978271484,0.2029639482498169,0.0025541916467753762,0.8953081964208771,0.049266505657742356,0.38802366282006434,0.0,0.0,0.0,0.0,-0.9170189198810013,-0.0017546415328979492,0.8927540047741017,0.33875715716232196,0.0,0.0
citeseer,0,293,4,3,4,0,1,1,0.44322250837187765,0.07696810364723206,-0.39813845669403625,0.7341160218049302,1.1322544784989663,0.6245711146183834,neighbor_support,0.8999872126131309,-0.6196906949861402,-0.7740476340379768,0.20893511772155762,0.21453645229339602,1.6014230143098185e-06,0.8999888140361452,0.012615519147532001,0.3936383895133658,0.0,0.0,0.0,0.0,-0.15435693905183667,0.0056013345718383956,0.8999872126131309,0.3810228703658338,0.0,0.0
citeseer,0,355,5,1,1,1,0,1,0.3937259258809882,0.02402636408805847,-0.5053953437930602,0.6267295195588247,1.1321248633518848,0.7299758272838605,neighbor_support,0.899915596787849,-0.7145552774611278,-0.7648938026061194,0.20198607444763184,0.20845153331756594,2.0808610026414585e-06,0.8999176776488517,0.0071717783594331085,0.2832541111985265,0.0,0.0,0.0,0.0,-0.0503385251449916,0.006465458869934104,0.899915596787849,0.2760823328390934,0.0,0.0
citeseer,0,440,0,4,4,1,0,1,0.39372454110520416,0.1143311858177185,-0.2896888023750816,0.671889881286114,0.9615786836611957,0.6294917195588083,neighbor_support,0.8999029226130874,-0.5912725839563654,-0.8225929431478181,0.20737164020538332,0.20469598770141603,1.1016141147510866e-05,0.8999139387542349,0.09420112523475295,0.38987289797828123,0.0,0.0,0.0,0.0,-0.23132035919145266,-0.002675652503967285,0.8999029226130874,0.2956717727435283,0.0,0.0
citeseer,0,491,4,3,3,1,0,1,0.5168882901441421,0.1838492453098297,-0.4362197766433447,0.42090665357906676,0.8571264302224115,0.5222942404085178,neighbor_support,0.8999944375034317,-0.6479487521371757,-1.080963521113533,0.19911426305770874,0.20823481082916262,1.3591251373726952e-08,0.899994451094683,0.01261469884487091,0.39364091276875424,0.0,0.0,0.0,0.0,-0.4330147689763574,0.00912054777145388,0.8999944375034317,0.3810262139238833,0.0,0.0
citeseer,0,527,1,2,2,1,0,1,0.44321649826033616,0.022728413343429565,-0.9319389701658155,-0.4597361682166873,0.4722028019491282,0.4780317273264911,neighbor_support,0.8999613568339897,-1.2479915886491546,-1.9532098798498807,0.19999994039535524,0.2000002145767212,1.1229900993426757e-05,0.8999725867349831,0.11604144818699046,0.39350091032148904,0.0,0.0,0.0,0.0,-0.7052182912007261,2.74181365972348e-07,0.8999613568339897,0.27745946213449857,0.0,0.0
citeseer,0,750,3,1,1,1,0,1,0.39375641564067276,0.17664849758148193,-0.5169060561633931,0.19717363989121528,0.7140796960546084,0.5528176316352712,neighbor_support,0.9,-0.7298846361672388,-1.1864076764578273,0.20075364112854005,0.20030486583709717,0.0,0.9,0.012224938875305624,0.2832764505119454,0.0,0.0,0.0,0.0,-0.45652304029058854,-0.0004487752914428822,0.9,0.27105151163663976,0.0,0.0
citeseer,0,1000,5,4,4,1,0,1,0.47719621510542964,0.11413794755935669,-0.17872874660822569,0.315985470717056,0.4947142173252817,0.5381250583352644,neighbor_support,0.539439199605566,-0.6751425076879999,-0.9290064360779422,0.20090315341949463,0.2075441122055054,0.18008207823339215,0.7195212778389581,0.11542852942688743,0.3179265167505347,0.0,0.0,0.0,0.0,-0.2538639283899423,0.006640958786010759,0.539439199605566,0.20249798732364727,0.0,0.0
citeseer,0,1086,3,2,3,0,1,1,0.3937321861634082,0.05285099148750305,-0.40323964849889227,0.7184551857992254,1.1216948342981177,0.6593671278479891,neighbor_support,0.899889792463541,-0.6671729534966391,-0.7758632349219658,0.21375002861022951,0.20089869499206545,4.478794784497056e-05,0.899934580411386,0.050138488439672314,0.39348514531773987,0.0,0.0,0.0,0.0,-0.10869028142532677,-0.012851333618164068,0.899889792463541,0.34334665687806754,0.0,0.0
citeseer,0,1709,4,5,5,1,0,1,0.48370387509045815,0.0006020665168762207,-0.4841347376698791,0.78194458166538,1.266079319335259,0.7094169182993851,neighbor_support,0.8999255583578613,-0.7151049397743643,-0.7163365634271013,0.20000028610229492,0.21486561298370363,5.376870999591181e-06,0.8999309352288608,0.030964539131190672,0.38348459687991676,0.0,0.0,0.0,0.0,-0.0012316236527369906,0.014865326881408708,0.8999255583578613,0.3525200577487261,0.0,0.0
citeseer,0,1930,3,5,5,1,0,1,0.39375410233913705,0.25789259374141693,-0.49836705562867956,0.04032932354454727,0.5386963791732269,0.44538262785018834,neighbor_support,0.8999916815891343,-0.707740835587563,-1.4487505105783047,0.19836835861206056,0.2055760622024536,2.0724967191983083e-06,0.8999937540858536,0.011003348850103652,0.3835100178345448,0.0,0.0,0.0,0.0,-0.7410096749907418,0.00720770359039305,0.8999916815891343,0.3725066689844411,0.0,0.0
citeseer,0,1978,1,4,0,0,0,1,0.3455646357339277,0.19973531365394592,-0.38874101602894473,-0.04458449023387903,0.3441565257950657,0.4319516250943361,neighbor_support,0.6446246084820915,-0.782454148576504,-1.3565527386324803,0.20085530281066896,0.20540914535522461,0.1252575857696971,0.7698821942517886,0.06760024396719322,0.336676908791588,0.0,0.0,0.0,0.0,-0.5740985900559763,0.004553842544555653,0.6446246084820915,0.2690766648243948,0.0,0.0
citeseer,0,2040,4,0,1,0,0,1,0.39375641564067276,0.12388750910758972,-0.525989987298209,0.21614620149407204,0.742136188792281,0.6653190989569339,neighbor_support,0.9,-0.7531490160514371,-1.0584480975044428,0.19734251499176025,0.20792763233184816,0.0,0.9,0.02981651376146789,0.16666666666666666,0.0,0.0,0.0,0.0,-0.30529908145300566,0.010585117340087907,0.9,0.13685015290519875,0.0,0.0
