dataset,split_id,node_id,bucket,true_label,mlp_pred,final_v3_pred,gcn_pred,appnp_pred,final_v3_changed_from_mlp,final_v3_beneficial_change,final_v3_harmful_change,mlp_margin,passed_uncertainty_gate,passed_reliability_gate,reliability,selected_tau,selected_rho,selected_b6,selected_weights_json,combined_top_score,combined_top_label
chameleon,0,116,medium,1,0,0,1,0,0,0,0,0.951167531311512,0,1,0.858866889876747,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.964860491969859,0
chameleon,0,124,low,4,3,3,4,3,0,0,0,0.456351175904274,1,1,0.35107442498129143,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.3063555654244624,3
chameleon,0,125,high,4,3,3,4,1,0,0,0,0.9844586248509586,0,1,0.39655093153253534,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.577411447761934,3
chameleon,0,132,high,3,3,3,3,3,0,0,0,0.9988452114048414,0,1,0.4069877678419189,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.6343881391163617,3
chameleon,0,137,low,1,1,1,1,1,0,0,0,0.20904961228370667,1,0,0.2753524789744895,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.09048264910330303,1
chameleon,0,138,high,4,4,4,4,4,0,0,0,0.9989983752602711,0,1,0.7914624502483507,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",1.0144599590424042,4
chameleon,0,144,medium,1,0,0,1,0,0,0,0,0.9562604818493128,0,1,0.858866889876747,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.9920554496685302,0
chameleon,0,157,medium,0,3,3,0,1,0,0,0,0.5790728628635406,0,1,0.3414577497287002,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.10078582708846452,3
chameleon,0,161,high,2,1,1,1,0,0,0,0,0.9854116328060627,0,1,0.7884727034362194,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.9446687567204162,1
chameleon,0,162,medium,3,3,3,4,3,0,0,0,0.9391958247870207,0,1,0.7809859552215931,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.7311427055320536,3
chameleon,0,164,low,0,0,0,2,2,0,0,0,0.222732275724411,1,1,0.4228965447315369,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",-0.2075948422125814,0
chameleon,0,165,high,4,4,4,4,4,0,0,0,0.9999999721635433,0,1,0.4059381345560922,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.5942832443417021,4
chameleon,0,168,high,3,3,3,3,3,0,0,0,0.9998082900783629,0,1,0.6994970645705713,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.8102830812098509,3
chameleon,0,174,low,2,1,1,3,4,0,0,0,0.2156427800655365,1,1,0.4781101287475793,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",-0.3067674669969517,1
chameleon,0,176,high,2,0,0,2,0,0,0,0,0.9998925211693859,0,1,0.3960719120247707,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.5026047982724078,0
chameleon,0,177,low,1,1,1,1,0,0,0,0,0.1935543715953827,1,1,0.5018230459410181,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.3331145779335481,1
chameleon,0,180,medium,1,2,2,0,0,0,0,0,0.5213461965322495,1,0,0.27755442963888616,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.06699399179065717,2
chameleon,0,187,high,2,3,3,2,3,0,0,0,0.9946395824663341,0,1,0.449772715660863,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.5579074150780231,3
chameleon,0,203,medium,2,4,4,4,4,0,0,0,0.7049414366483688,0,1,0.6880155266853963,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.8312889746901929,4
chameleon,0,215,medium,0,0,0,0,0,0,0,0,0.5178765207529068,1,1,0.3450576436690016,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.13168997065946847,0
chameleon,0,218,medium,4,3,3,4,2,0,0,0,0.7925688922405243,0,1,0.7829237877621557,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.6318584069282056,3
chameleon,0,219,high,4,3,3,4,4,0,0,0,0.9986913289758377,0,0,0.2765866171420694,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.4245092150143164,3
chameleon,0,224,low,1,3,3,4,2,0,0,0,0.37115874886512756,1,1,0.3726183966775481,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.3280099756480239,3
chameleon,0,229,high,2,4,4,2,2,0,0,0,0.9734034966677427,0,1,0.37940623651653366,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.42498441563367056,4
chameleon,0,233,low,1,3,3,1,0,0,0,0,0.2872094213962555,1,1,0.6827348570707635,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.08745925398537802,3
chameleon,0,235,low,0,0,0,0,0,0,0,0,0.19550937414169312,1,1,0.7758224823373548,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.8896724818289204,0
chameleon,0,238,high,4,2,2,2,2,0,0,0,0.9997185776810511,0,1,0.38085481424116,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.7152530509656974,2
chameleon,0,239,medium,4,2,2,4,4,0,0,0,0.782291442155838,0,1,0.48313730116206344,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.4024958628921218,2
chameleon,0,240,low,4,3,3,2,2,0,0,0,0.02717462182044983,1,1,0.42408042619933894,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",-0.22922538832148986,3
chameleon,0,242,high,3,3,3,3,3,0,0,0,0.9871995379216969,0,1,0.4542409756316756,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.656457317192157,3
chameleon,0,243,medium,4,2,2,4,4,0,0,0,0.506023570895195,1,1,0.3726183435242134,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.10245090353289248,2
chameleon,0,245,low,0,1,1,0,0,0,0,0,0.25565436482429504,1,1,0.377214191888833,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",-0.1701606214622836,1
chameleon,0,249,medium,1,2,2,1,0,0,0,0,0.8809474222362041,0,1,0.3911274270633453,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.3384336714852572,2
chameleon,0,251,low,3,1,1,2,2,0,0,0,0.20595797896385193,1,1,0.42434840279798564,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",-0.022959473213354273,1
chameleon,0,252,high,1,1,1,1,0,0,0,0,0.9760074699297547,0,1,0.3475093139522023,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.6382779319545582,1
chameleon,0,254,medium,2,3,3,2,1,0,0,0,0.5969345271587372,0,1,0.42520211635529964,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.24845883381486258,3
chameleon,0,258,high,4,4,4,4,4,0,0,0,0.9947417522780597,0,1,0.4518044336837526,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.6595602300132688,4
chameleon,0,260,high,3,3,3,3,3,0,0,0,0.9999650281733921,0,1,0.45356622013118164,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.7687474473642965,3
chameleon,0,262,medium,1,1,1,1,0,0,0,0,0.9083589240908623,0,1,0.3889116263670782,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.5769523937413938,1
chameleon,0,267,medium,0,0,0,0,0,0,0,0,0.5585331916809082,1,1,0.6777721148304576,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.4078779692616203,0
chameleon,0,277,medium,4,4,4,4,4,0,0,0,0.49046820402145386,1,1,0.42235361083490447,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.3909266433750284,4
chameleon,0,292,low,1,0,0,1,0,0,0,0,0.19550937414169312,1,1,0.8351563792743515,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.4760124866350679,0
chameleon,0,295,high,4,4,4,4,4,0,0,0,0.9999997289106091,0,1,0.7611679755245628,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.7126848201239983,4
chameleon,0,299,medium,1,4,4,2,2,0,0,0,0.7737264931201935,0,1,0.4243483703643069,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.3148859134617404,4
chameleon,0,303,high,3,3,3,3,3,0,0,0,0.999976832219545,0,1,0.4069877678419189,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.6381953156296669,3
chameleon,0,310,medium,3,4,4,2,4,0,0,0,0.62398461997509,0,1,0.7802651067456621,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.5402192156860276,4
chameleon,0,320,medium,1,0,0,0,0,0,0,0,0.8355057388544083,0,1,0.33705577545046966,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.6564923049855144,0
chameleon,0,339,low,0,0,0,0,3,0,0,0,0.19550937414169312,1,1,0.6119851938991886,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",-0.004805790710286917,0
chameleon,0,340,medium,4,2,2,4,4,0,0,0,0.5058008879423141,1,1,0.4905810367335113,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.19215684275529699,2
chameleon,0,342,high,0,1,1,1,0,0,0,0,0.9989635387901217,0,1,0.4380781999196623,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.7555941521090141,1
chameleon,0,345,high,1,1,1,1,0,0,0,0,0.9833848755806684,0,1,0.5287651970362449,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.8260928102243587,1
chameleon,0,350,low,0,0,0,1,0,0,0,0,0.19550937414169312,1,1,0.3961376943450299,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",-0.009172164068727173,0
chameleon,0,352,medium,1,1,1,1,0,0,0,0,0.7142447754740715,0,1,0.3450126523989417,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.5346980685395517,1
chameleon,0,357,medium,3,3,3,2,4,0,0,0,0.684975802898407,0,0,0.2765599783038534,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.19276139296306505,3
chameleon,0,359,high,0,0,0,0,0,0,0,0,0.999832571233128,0,0,0.282787466620899,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.7820385145821399,0
chameleon,0,361,medium,4,4,4,2,1,0,0,0,0.571418896317482,0,1,0.42408042619933894,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.1503428460652535,4
chameleon,0,371,medium,0,0,0,1,0,0,0,0,0.5817941576242447,0,1,0.4385174196956501,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.28228352736264434,0
chameleon,0,377,medium,2,4,4,2,2,0,0,0,0.7746787890791893,0,1,0.4226768227994806,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.293633369692079,4
chameleon,0,381,low,1,0,0,1,0,0,0,0,0.19550937414169312,1,1,0.8351563792743515,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.4760124866350679,0
chameleon,0,383,low,4,3,3,4,3,0,0,0,0.2689976990222931,1,1,0.8030713321349516,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.2723273245884551,3
chameleon,0,392,high,3,3,3,3,3,0,0,0,0.9999973692798676,0,1,0.45356622013118164,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.768763826873364,3
chameleon,0,401,low,4,4,4,0,1,0,0,0,0.14099416136741638,1,1,0.3138721437534106,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.062244777225317086,4
chameleon,0,404,high,3,3,3,3,3,0,0,0,0.9825610555708408,0,1,0.803069739511678,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.82987940059577,3
chameleon,0,411,high,4,4,4,4,4,0,0,0,0.999987172514011,0,1,0.752926312951152,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.7242324582760161,4
chameleon,0,414,low,0,3,3,1,1,0,0,0,0.4386778771877289,1,1,0.4017168139863771,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.3397959886212873,3
chameleon,0,417,high,2,2,2,1,0,0,0,0,0.9997817582334392,0,1,0.34516874091104155,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.417012620848578,2
chameleon,0,420,low,3,3,3,2,2,0,0,0,0.08599689602851868,1,1,0.40632764454735054,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",-0.05654177056270587,3
chameleon,0,431,high,1,0,0,0,0,0,0,0,0.9613669672980905,0,1,0.6247407666263872,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.9787597171418055,0
chameleon,0,437,low,2,4,4,4,2,0,0,0,0.025567680597305298,1,1,0.4592745988813394,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",-0.027598263742006093,4
chameleon,0,448,medium,4,3,3,4,4,0,0,0,0.8719040006399155,0,1,0.8316482389859363,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.888975748084317,3
chameleon,0,454,medium,0,3,3,4,2,0,0,0,0.8302943333983421,0,1,0.7861556458283355,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.6979218592502675,3
chameleon,0,457,medium,2,2,2,1,0,0,0,0,0.8851629197597504,0,1,0.37083616161183636,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.5340867201889785,2
chameleon,0,460,high,0,0,0,0,0,0,0,0,0.9974855646723881,0,1,0.8732535201377059,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",1.347888850943243,0
chameleon,0,462,high,4,4,4,4,4,0,0,0,0.9998307849164121,0,1,0.40627250576299573,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.3767624837623992,4
chameleon,0,465,high,2,2,2,2,3,0,0,0,0.9833232271485031,0,1,0.4842876135098934,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.45917558062650665,2
chameleon,0,467,medium,0,0,0,0,1,0,0,0,0.9419366028159857,0,1,0.7225856468875707,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.7356703502533517,0
chameleon,0,472,medium,0,1,1,0,0,0,0,0,0.8195152059197426,0,1,0.36680373963768353,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.7038963612869726,1
chameleon,0,473,low,0,0,0,0,0,0,0,0,0.19550937414169312,1,1,0.377214191888833,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",-0.03253941016795345,0
chameleon,0,487,medium,3,3,3,1,1,0,0,0,0.7208966761827469,0,1,0.3043851527462253,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.47339468551400155,3
chameleon,0,491,medium,4,4,4,4,4,0,0,0,0.9356856346130371,0,1,0.9019035639867902,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",1.2705819993998353,4
chameleon,0,495,medium,4,4,4,3,4,0,0,0,0.9389024134725332,0,1,0.4681740385452156,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.6520232556154144,4
chameleon,0,504,medium,1,0,0,2,1,0,0,0,0.5494756400585175,1,1,0.4192651112572518,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.3395816287326118,0
chameleon,0,506,high,4,4,4,4,4,0,0,0,0.9928663254249841,0,1,0.6425570642576358,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.771595074060923,4
chameleon,0,529,high,3,4,4,3,3,0,0,0,0.9984887229511514,0,1,0.7938771954343457,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.7985733395502972,4
chameleon,0,539,medium,2,4,4,4,4,0,0,0,0.5429220646619797,1,1,0.7061739978276775,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.7071703106613555,4
chameleon,0,541,low,4,3,3,4,4,0,0,0,0.005896806716918945,1,1,0.7956486360823599,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.10809054941079044,3
chameleon,0,544,low,0,0,0,0,0,0,0,0,0.19550937414169312,1,1,0.7852610053697573,0.56885,0.3,0.4,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.4}",0.4285912939565884,0
