dataset,split_id,node_id,bucket,true_label,mlp_pred,final_v3_pred,gcn_pred,appnp_pred,final_v3_changed_from_mlp,final_v3_beneficial_change,final_v3_harmful_change,mlp_margin,passed_uncertainty_gate,passed_reliability_gate,reliability,selected_tau,selected_rho,selected_b6,selected_weights_json,combined_top_score,combined_top_label
cora,0,232,high,3,3,3,3,3,0,0,0,0.9999999561446664,0,1,0.8625115222896955,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.4507538455661744,3
cora,0,234,high,1,1,1,1,1,0,0,0,0.9999464554639417,0,1,0.6098933179881202,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.8905359278511971,1
cora,0,237,high,3,3,3,3,3,0,0,0,0.9999998316878091,0,1,0.7267946599904985,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.5072188401177593,3
cora,0,239,medium,0,0,0,0,0,0,0,0,0.9676087955012918,0,1,0.8487179059400592,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.9707660793544326,0
cora,0,245,high,4,4,4,4,4,0,0,0,0.9996118940616725,0,1,0.7761555219251072,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.529156552365718,4
cora,0,275,high,4,4,4,4,4,0,0,0,0.9999775735141156,0,1,0.7579153962664797,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.469549147477887,4
cora,0,276,high,0,0,0,0,0,0,0,0,0.99929149862146,0,1,0.7058922158601476,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.0823676418150767,0
cora,0,286,medium,4,4,4,4,4,0,0,0,0.968104487285018,0,1,0.7062380550810424,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.0894766120758899,4
cora,0,289,low,2,5,5,2,2,0,0,0,0.6763345524668694,1,1,0.3646020230986553,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",-0.025847750977207685,5
cora,0,295,low,3,3,3,3,3,0,0,0,0.8025557473301888,0,1,0.7659116041468472,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.3793983108932089,3
cora,0,306,medium,1,3,3,1,1,0,0,0,0.9341068118810654,0,1,0.5923298847335716,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.3327524485799994,3
cora,0,315,high,0,0,0,0,0,0,0,0,0.9999999970919211,0,1,0.8512993047580989,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.399689202594312,0
cora,0,317,medium,4,4,4,1,1,0,0,0,0.8476668819785118,0,1,0.6121750341082917,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.7820986044493017,4
cora,0,325,medium,4,5,5,0,0,0,0,0,0.8942861258983612,0,0,0.2765599846547869,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.15743965655250305,5
cora,0,327,high,3,3,3,3,3,0,0,0,0.9997301077164593,0,1,0.8773504916315863,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.531639663418587,3
cora,0,333,low,2,3,3,2,2,0,0,0,0.11216005682945251,1,0,0.2786625475905003,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.0594111090637327,2
cora,0,335,high,3,3,3,3,3,0,0,0,0.9983839787892066,0,1,0.7416829724211915,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.3866557458613487,3
cora,0,344,medium,5,5,5,5,5,0,0,0,0.8829146809875965,0,1,0.6773884455210397,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.6840304325294371,5
cora,0,352,high,3,3,3,3,3,0,0,0,0.9999439123857883,0,1,0.8170625842509159,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.5449551641989956,3
cora,0,359,high,2,2,2,2,2,0,0,0,0.9988245247513987,0,1,0.7071311229360439,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.11830686265028,2
cora,0,370,high,5,5,5,5,5,0,0,0,0.9999993909343061,0,1,0.8773731728387734,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.5317987097813743,5
cora,0,376,medium,5,1,1,2,2,0,0,0,0.8837445825338364,0,0,0.26160293132228246,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.1524618410953003,1
cora,0,378,high,4,4,4,4,4,0,0,0,0.9993462176789762,0,1,0.7763346945600041,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.5501126534722154,4
cora,0,381,high,4,4,4,4,4,0,0,0,0.9984502835432068,0,1,0.8167016525856807,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.5641679959112602,4
cora,0,382,low,3,3,3,3,3,0,0,0,0.6272775083780289,1,1,0.37040803046130133,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.043695371558712094,3
cora,0,386,medium,3,3,3,3,3,0,0,0,0.9804859943687916,0,1,0.8155006939682585,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.5014210083283732,3
cora,0,387,low,3,3,3,3,3,0,0,0,0.03414157032966614,1,1,0.8128022725708509,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.47913979053774564,3
cora,0,389,high,2,2,2,2,2,0,0,0,0.9994733053463278,0,1,0.8078124459731931,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.0589611450946688,2
cora,0,393,low,5,4,4,5,5,0,0,0,0.8190720863640308,0,1,0.3399458525169747,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.29004961785929806,4
cora,0,413,medium,3,4,4,3,3,0,0,0,0.852764930576086,0,1,0.3926953686576448,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.13014386010822188,4
cora,0,421,medium,3,3,3,3,3,0,0,0,0.9892825940623879,0,1,0.610513341623243,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.87507864356347,3
cora,0,427,medium,2,2,2,2,2,0,0,0,0.8578875660896301,0,1,0.609898108410296,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.8112645445533389,2
cora,0,439,high,2,2,2,2,2,0,0,0,0.9999432059485116,0,1,0.7441984216246061,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.4351706304870682,2
cora,0,459,low,1,3,3,1,1,0,0,0,0.2930055558681488,1,1,0.46637532565545364,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",-0.05533514864104379,3
cora,0,460,low,1,3,3,3,3,0,0,0,0.30985769629478455,1,1,0.596634090195525,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.24373227185811902,3
cora,0,461,high,0,0,0,5,0,0,0,0,0.99895725803799,0,0,0.27659016469523307,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.24923120548510486,0
cora,0,478,medium,0,5,5,5,5,0,0,0,0.8748975023627281,0,1,0.8016785673727989,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.3733409576096764,5
cora,0,483,high,5,5,5,5,5,0,0,0,0.9983625613385811,0,1,0.6835580167229658,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.8785556208352845,5
cora,0,498,medium,4,0,0,0,0,0,0,0,0.9441840033978224,0,1,0.7211438048457975,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.7913492503674779,0
cora,0,505,high,1,1,1,1,1,0,0,0,0.9995135335193481,0,1,0.879931910509776,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.2071941091427119,1
cora,0,514,low,5,5,5,5,5,0,0,0,0.7973310723900795,0,1,0.8057036148722655,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.0862910478330021,5
cora,0,515,high,4,4,4,4,4,0,0,0,0.9999171362105699,0,1,0.8274289805923956,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.2598478168342855,4
cora,0,516,medium,5,5,5,3,5,0,0,0,0.9018090702593327,0,1,0.4289792739654672,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.20038351785920935,5
cora,0,518,high,3,3,3,0,6,0,0,0,0.9969274035538547,0,1,0.35023984989490636,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.21793488002366374,3
cora,0,524,low,2,0,0,2,2,0,0,0,0.23557829856872559,1,1,0.4048052952873748,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",-0.3672426876234255,0
cora,0,526,medium,2,2,2,2,2,0,0,0,0.9481581747531891,0,1,0.7658287102716144,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.2053377493544217,2
cora,0,527,medium,0,0,0,0,0,0,0,0,0.9273946415632963,0,1,0.7748823675550591,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.4222142474423545,0
cora,0,539,low,6,6,6,6,6,0,0,0,0.3122970461845398,1,1,0.3726183435242134,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.18980358752746876,6
cora,0,543,low,0,3,3,4,4,0,0,0,0.12906014919281006,1,0,0.2765599846547869,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",-0.12823541249387702,0
cora,0,544,medium,0,0,0,0,0,0,0,0,0.9916704499628395,0,1,0.8218024956082948,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.0489508886967955,0
cora,0,546,medium,3,4,4,3,4,0,0,0,0.9860870554111898,0,0,0.2774639798062714,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.8736447333452327,4
cora,0,550,low,6,1,1,6,6,0,0,0,0.2562047243118286,1,1,0.39375641564067276,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",-0.34159891414291155,1
cora,0,552,medium,2,6,6,2,2,0,0,0,0.9626866970211267,0,1,0.338670466760022,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.26751706658904734,6
cora,0,553,medium,3,3,3,3,3,0,0,0,0.9691449124366045,0,1,0.8832036505783774,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.3015214856242903,3
cora,0,563,high,1,1,1,1,1,0,0,0,0.9998732277890667,0,1,0.8222806086615004,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.3221669763931883,1
cora,0,575,medium,3,3,3,3,3,0,0,0,0.8870958238840103,0,1,0.7270425898915512,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.4539693418636714,3
cora,0,584,low,4,4,4,4,4,0,0,0,0.16086721420288086,1,1,0.7904416395268274,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.3298722933880591,4
cora,0,590,medium,3,3,3,5,5,0,0,0,0.901728805154562,0,1,0.36371989927746307,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.15146014700453933,3
cora,0,604,high,6,0,0,6,6,0,0,0,0.9985051194089465,0,1,0.4129485220062346,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",0.4326303405921457,0
cora,0,609,high,2,2,2,2,2,0,0,0,0.9999997947219939,0,1,0.9220740174585025,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",1.528552025553716,2
cora,0,614,low,0,4,4,0,0,0,0,0,0.13995850086212158,1,1,0.3974662603914165,0.71587,0.3,0.0,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5, 'b6': 0.0}",-0.50729643751733,4
