dataset,split,node_id,true_label,mlp_pred,canonical_pred,local_pred,mlp_margin,h_v_soft,local_multiplier,local_gate_active,is_uncertain,passes_reliability_gate,is_corrected_branch,is_changed_local,is_changed_helpful_local,is_changed_harmful_local
chameleon,0,224,1,2,2,2,0.3207480013370514,0.005619170748104807,1.0,True,False,True,False,False,False,False
chameleon,0,229,2,4,4,4,0.986140217166394,0.05930823087692261,1.0,True,False,True,False,False,False,False
chameleon,0,233,1,3,3,3,0.6469569951295853,0.37906890541429067,1.0,True,False,True,False,False,False,False
chameleon,0,235,0,0,0,0,0.20328989624977112,0.7734664641320705,1.0,True,False,True,False,False,False,False
chameleon,0,238,4,2,2,2,0.9994505015492905,0.26621112041175365,1.0,True,False,True,False,False,False,False
chameleon,0,239,4,2,2,2,0.43728625774383545,0.2872312457970452,1.0,True,False,True,False,False,False,False
chameleon,0,240,4,3,3,3,0.7756655663251877,0.14934313749348835,1.0,True,False,True,False,False,False,False
chameleon,0,242,3,2,2,2,0.8139312416315079,0.18167673725734598,1.0,True,False,True,False,False,False,False
chameleon,0,243,4,3,3,3,0.9804536392912269,0.0,1.0,True,False,True,False,False,False,False
chameleon,0,245,0,1,1,1,0.2946140468120575,0.004479940515011549,1.0,True,False,True,False,False,False,False
chameleon,0,249,1,2,2,2,0.8985297381877899,0.013172248363320347,1.0,True,False,True,False,False,False,False
chameleon,0,251,3,3,3,3,0.4768139719963074,0.24559400519986715,1.0,True,False,True,False,False,False,False
chameleon,0,252,1,1,1,1,0.9740918343886733,0.19138197505003113,1.0,True,False,True,False,False,False,False
chameleon,0,254,2,2,2,2,0.33359405398368835,0.19834448270103466,1.0,True,False,True,False,False,False,False
chameleon,0,258,4,4,4,4,0.9945897166617215,0.18767793573366204,1.0,True,False,True,False,False,False,False
chameleon,0,260,3,3,3,3,0.9999995235933881,0.2844167705127714,1.0,True,False,True,False,False,False,False
chameleon,0,262,1,1,1,1,0.7937276586890221,0.1968329109993391,1.0,True,False,True,False,False,False,False
chameleon,0,267,0,0,0,0,0.0865580141544342,0.40021644813841706,1.0,True,False,True,False,False,False,False
chameleon,0,277,4,4,4,4,0.059826165437698364,0.2653018695027072,1.0,True,False,True,False,False,False,False
chameleon,0,292,1,0,0,0,0.20328989624977112,0.5062053595726184,1.0,True,False,True,False,False,False,False
chameleon,0,295,4,4,4,4,0.9990869502944406,0.2908336877947527,1.0,True,False,True,False,False,False,False
chameleon,0,299,1,2,2,2,0.349811315536499,0.37136575024881796,1.0,True,False,True,False,False,False,False
chameleon,0,303,3,3,3,3,0.9974821821087971,0.09491752929312093,1.0,True,False,True,False,False,False,False
chameleon,0,310,3,4,4,4,0.6309605836868286,0.3440670779504162,1.0,True,False,True,False,False,False,False
chameleon,0,320,1,0,0,0,0.768585279583931,0.2507156240462791,1.0,True,False,True,False,False,False,False
chameleon,0,339,0,0,0,0,0.20328989624977112,0.05076938537938128,1.0,True,False,True,False,False,False,False
chameleon,0,340,4,4,4,4,0.2851599454879761,0.604482289776206,1.0,True,False,True,False,False,False,False
chameleon,0,342,0,1,1,1,0.9988500656327233,0.29753377091569394,1.0,True,False,True,False,False,False,False
chameleon,0,345,1,1,1,1,0.9880765923298895,0.28149185574506586,1.0,True,False,True,False,False,False,False
chameleon,0,350,0,0,0,0,0.20328989624977112,0.0005082730658045875,1.0,True,False,True,False,False,False,False
chameleon,0,352,1,1,1,1,0.6925595253705978,0.32013090091394264,1.0,True,False,True,False,False,False,False
chameleon,0,357,3,3,3,3,0.28911876678466797,8.273161711258581e-07,1.0,True,False,False,False,False,False,False
chameleon,0,359,0,0,0,0,0.999803727849212,0.26262819609837607,1.0,True,False,False,False,False,False,False
chameleon,0,361,4,4,4,4,0.05351489782333374,0.06584506087085429,1.0,True,False,True,False,False,False,False
chameleon,0,371,0,0,0,0,0.5077420026063919,0.16307438656580275,1.0,True,False,True,False,False,False,False
chameleon,0,377,2,4,4,4,0.5578390806913376,0.08398084719251878,1.0,True,False,True,False,False,False,False
chameleon,0,381,1,0,0,0,0.20328989624977112,0.5062053595726184,1.0,True,False,True,False,False,False,False
chameleon,0,383,4,2,2,2,0.022786945104599,0.26539667872385375,1.0,True,True,True,True,False,False,False
chameleon,0,392,3,3,3,3,0.9498166311532259,0.2844167705127714,1.0,True,False,True,False,False,False,False
chameleon,0,401,4,4,4,4,0.7297038808465004,0.09871255705850975,1.0,True,False,True,False,False,False,False
chameleon,0,404,3,3,3,3,0.16621622443199158,0.3690898048012362,1.0,True,False,True,False,False,False,False
chameleon,0,411,4,4,4,4,0.9899718752130866,0.2686270171780843,1.0,True,False,True,False,False,False,False
chameleon,0,414,0,3,3,3,0.3997501879930496,0.381117724740155,1.0,True,False,True,False,False,False,False
chameleon,0,417,2,2,2,2,0.9998184676805977,0.01637025511823964,1.0,True,False,True,False,False,False,False
chameleon,0,420,3,3,3,3,0.26613926887512207,0.19209831254556775,1.0,True,False,True,False,False,False,False
chameleon,0,431,1,0,0,0,0.9853481408208609,0.5460242740809917,1.0,True,False,True,False,False,False,False
chameleon,0,437,2,2,2,2,0.9892210294492543,0.30779046405796706,1.0,True,False,True,False,False,False,False
chameleon,0,448,4,4,4,4,0.701079249382019,0.24306632465627664,1.0,True,False,True,False,False,False,False
chameleon,0,454,0,3,3,3,0.08402281999588013,0.32075637952892094,1.0,True,False,True,False,False,False,False
chameleon,0,457,2,2,2,2,0.16204655170440674,0.21546043529051245,1.0,True,False,True,False,False,False,False
chameleon,0,460,0,0,0,0,0.9720599036663771,0.8215613565407693,1.0,True,False,True,False,False,False,False
chameleon,0,462,4,4,4,4,0.9733181167393923,0.0011123104867465372,1.0,True,False,True,False,False,False,False
chameleon,0,465,2,2,2,2,0.499956339597702,0.1260536920098023,1.0,True,False,True,False,False,False,False
chameleon,0,467,0,0,0,0,0.9333576653152704,0.33419251495743335,1.0,True,False,True,False,False,False,False
chameleon,0,472,0,1,1,1,0.8663734272122383,0.385346544533968,1.0,True,False,True,False,False,False,False
chameleon,0,473,0,0,0,0,0.20328989624977112,0.0010736404219642282,1.0,True,False,True,False,False,False,False
chameleon,0,487,3,2,2,2,0.7981588467955589,0.5007462427020073,1.0,True,False,True,False,False,False,False
chameleon,0,491,4,4,4,4,0.9627745021134615,0.7578971058828756,1.0,True,False,True,False,False,False,False
chameleon,0,495,4,4,4,4,0.9618789721280336,0.22267101446841994,1.0,True,False,True,False,False,False,False
chameleon,0,504,1,1,1,1,0.5688951313495636,0.2982984305774565,1.0,True,False,True,False,False,False,False
chameleon,0,506,4,4,4,4,0.9943117004586384,0.25014737220772076,1.0,True,False,True,False,False,False,False
chameleon,0,529,3,4,4,4,0.5268289744853973,0.3052118626469721,1.0,True,False,True,False,False,False,False
chameleon,0,539,2,4,4,4,0.6251882910728455,0.6672979297194009,1.0,True,False,True,False,False,False,False
chameleon,0,541,4,4,4,4,0.9502995871007442,0.191986868158577,1.0,True,False,True,False,False,False,False
chameleon,0,544,0,0,0,0,0.20328989624977112,0.4667240520022812,1.0,True,False,True,False,False,False,False
chameleon,0,546,0,0,0,0,0.8167287707328796,0.34555054887202036,1.0,True,False,True,False,False,False,False
chameleon,0,558,1,0,0,0,0.20328989624977112,0.22391518352113898,1.0,True,False,True,False,False,False,False
chameleon,0,566,3,3,3,3,0.9999762861434647,0.09491752929312093,1.0,True,False,True,False,False,False,False
chameleon,0,572,1,0,0,0,0.20328989624977112,0.2278901778125025,1.0,True,False,True,False,False,False,False
chameleon,0,583,0,1,1,1,0.700962021946907,0.29753377091569394,1.0,True,False,True,False,False,False,False
chameleon,0,588,1,0,0,0,0.9383785333484411,0.5969486515985929,1.0,True,False,True,False,False,False,False
chameleon,0,590,2,0,0,0,0.20328989624977112,0.14179736354731176,1.0,True,False,True,False,False,False,False
chameleon,0,592,3,1,1,1,0.9988647852151189,0.0008983583583756172,1.0,True,False,True,False,False,False,False
chameleon,0,597,2,0,0,0,0.8347287736833096,0.11130454735325263,1.0,True,False,True,False,False,False,False
chameleon,0,601,3,1,1,1,0.7238364666700363,0.34026526659727097,1.0,True,False,False,False,False,False,False
chameleon,0,605,3,0,0,0,0.22043856978416443,0.09041312833416744,1.0,True,False,True,False,False,False,False
chameleon,0,617,1,0,0,0,0.5051501244306564,0.5783657641313475,1.0,True,False,True,False,False,False,False
chameleon,0,622,0,0,0,0,0.503019392490387,0.711680309173794,1.0,True,False,True,False,False,False,False
chameleon,0,624,2,3,3,3,0.84351522102952,0.003984164126450196,1.0,True,False,True,False,False,False,False
chameleon,0,625,1,1,1,1,0.8651183992624283,0.26921775836892653,1.0,True,False,True,False,False,False,False
chameleon,0,629,4,4,4,4,0.9999999999826522,0.24306632465627664,1.0,True,False,True,False,False,False,False
chameleon,0,632,0,1,1,1,0.0039400458335876465,0.5012397886367443,1.0,True,True,True,True,False,False,False
chameleon,0,639,2,2,2,2,0.9920420499984175,0.40986829281293224,1.0,True,False,True,False,False,False,False
chameleon,0,640,1,1,1,1,0.9623174853622913,0.12136885125193658,1.0,True,False,True,False,False,False,False
chameleon,0,652,4,2,2,2,0.08960011601448059,0.13062950537034562,1.0,True,False,True,False,False,False,False
chameleon,0,655,2,2,2,2,0.12815305590629578,0.21794089097551633,1.0,True,False,True,False,False,False,False
chameleon,0,659,0,0,0,0,0.20328989624977112,0.0010736404219642282,1.0,True,False,True,False,False,False,False
chameleon,0,663,3,2,2,2,0.4116646349430084,0.2216868777787003,1.0,True,False,True,False,False,False,False
chameleon,0,664,3,3,3,3,0.9999999738579977,0.2844167705127714,1.0,True,False,True,False,False,False,False
chameleon,0,676,2,3,3,3,0.8562448583543301,0.6177111571675844,1.0,True,False,True,False,False,False,False
chameleon,0,678,0,0,0,0,0.20328989624977112,0.03440360838122084,1.0,True,False,True,False,False,False,False
chameleon,0,686,0,0,0,0,0.3479234278202057,0.0010736404219642282,1.0,True,False,True,False,False,False,False
chameleon,0,697,1,2,2,2,0.983319504186511,0.18633008654978767,1.0,True,False,True,False,False,False,False
chameleon,0,701,3,2,2,2,0.9773197090253234,0.2570346066557505,1.0,True,False,True,False,False,False,False
chameleon,0,702,0,0,0,0,0.20328989624977112,0.11343801455434459,1.0,True,False,True,False,False,False,False
chameleon,0,718,1,1,1,1,0.9945352282375097,0.26921775836892653,1.0,True,False,True,False,False,False,False
chameleon,0,724,2,2,2,2,0.9839910711161792,0.30779046405796706,1.0,True,False,True,False,False,False,False
chameleon,0,727,2,0,0,0,0.28348736464977264,0.22720519749749368,1.0,True,False,True,False,False,False,False
chameleon,0,728,3,3,3,3,0.9999920600787391,0.8880714774131775,1.0,True,False,True,False,False,False,False
chameleon,0,731,2,1,1,1,0.40708160400390625,0.2822708755731583,1.0,True,False,True,False,False,False,False
chameleon,0,733,4,4,4,4,0.9632733333855867,0.0011123104867465372,1.0,True,False,True,False,False,False,False
chameleon,0,737,1,4,4,4,0.9672803319990635,0.09261749022728812,1.0,True,False,True,False,False,False,False
chameleon,0,738,0,0,0,0,0.4663030356168747,0.29965853668515186,1.0,True,False,True,False,False,False,False
chameleon,0,741,0,0,0,0,0.07209998369216919,0.40021644813841706,1.0,True,False,True,False,False,False,False
chameleon,0,745,1,0,0,0,0.19184032082557678,0.00018047963265329278,1.0,True,False,True,False,False,False,False
chameleon,0,755,1,2,2,2,0.9367210753262043,0.0,1.0,True,False,True,False,False,False,False
chameleon,0,756,1,1,1,1,0.9502516724169254,0.3070649192479067,1.0,True,False,True,False,False,False,False
chameleon,0,758,3,3,3,3,0.01046895980834961,0.3805638510539817,1.0,True,True,True,True,False,False,False
chameleon,0,763,4,3,3,3,0.9602467902004719,0.0,1.0,True,False,True,False,False,False,False
chameleon,0,764,3,2,2,2,0.9986702738679014,0.2743554681710857,1.0,True,False,True,False,False,False,False
chameleon,0,773,2,2,2,2,0.8196268044412136,0.01637025511823964,1.0,True,False,True,False,False,False,False
chameleon,0,779,3,3,3,3,0.8888705596327782,0.35913248703900535,1.0,True,False,True,False,False,False,False
chameleon,0,794,3,2,2,2,0.4274933934211731,0.19617870120176426,1.0,True,False,True,False,False,False,False
chameleon,0,800,4,4,4,4,0.7994324043393135,0.6530232133033375,1.0,True,False,True,False,False,False,False
chameleon,0,805,3,3,3,3,0.9394269622862339,0.09491752929312093,1.0,True,False,True,False,False,False,False
chameleon,0,807,3,2,2,2,0.934972332790494,0.11174423129533864,1.0,True,False,True,False,False,False,False
chameleon,0,810,2,1,1,1,0.9948499072343111,0.12225247648197168,1.0,True,False,True,False,False,False,False
chameleon,0,817,3,2,2,2,0.7719599232077599,0.3105434477329254,1.0,True,False,False,False,False,False,False
chameleon,0,819,1,1,1,1,0.9855223479680717,0.3070649192479067,1.0,True,False,True,False,False,False,False
chameleon,0,824,3,3,3,3,0.9997807158506475,0.09491752929312093,1.0,True,False,True,False,False,False,False
chameleon,0,833,0,3,3,3,0.09580272436141968,0.024282330755915932,1.0,True,False,True,False,False,False,False
chameleon,0,838,4,4,4,4,0.22779402136802673,0.6666666666666666,1.0,True,False,True,False,False,False,False
chameleon,0,840,1,1,1,1,0.9999373626906163,0.2678389701680513,1.0,True,False,True,False,False,False,False
chameleon,0,844,1,1,1,1,0.9289720430970192,0.2678389701680513,1.0,True,False,True,False,False,False,False
chameleon,0,847,4,1,1,1,0.9997785093364655,0.16300315383458516,1.0,True,False,True,False,False,False,False
chameleon,0,853,0,0,0,0,0.20328989624977112,0.16263185280742423,1.0,True,False,True,False,False,False,False
chameleon,0,866,0,0,0,0,0.20328989624977112,0.2002165718549122,1.0,True,False,True,False,False,False,False
chameleon,0,871,3,3,3,3,0.9999999987486424,0.09491752929312093,1.0,True,False,True,False,False,False,False
chameleon,0,879,2,4,4,4,0.9995300292939646,0.3643129197955659,1.0,True,False,True,False,False,False,False
chameleon,0,880,2,4,4,4,0.9995235403766856,0.47832564837529495,1.0,True,False,True,False,False,False,False
chameleon,0,881,2,3,3,3,0.9999166825546126,0.25570261321838983,1.0,True,False,True,False,False,False,False
chameleon,0,889,3,3,3,3,0.9999569773572148,0.2844167705127714,1.0,True,False,True,False,False,False,False
chameleon,0,903,2,2,2,2,0.9328884184360504,3.266738133334002e-07,1.0,True,False,False,False,False,False,False
chameleon,0,914,2,0,0,0,0.39194680750370026,0.12698273528699897,1.0,True,False,True,False,False,False,False
chameleon,0,915,3,1,1,1,0.4773837924003601,0.0004630299203556565,1.0,True,False,True,False,False,False,False
chameleon,0,928,4,4,4,4,0.9997967120507383,0.9977429211139679,1.0,True,False,True,False,False,False,False
chameleon,0,930,3,0,0,0,0.014916658401489258,1.5464561897715612e-07,1.0,True,True,True,True,False,False,False
chameleon,0,931,2,0,0,0,0.12282663583755493,0.1503059607168325,1.0,True,False,True,False,False,False,False
chameleon,0,932,3,1,1,1,0.27098214626312256,7.615345003496353e-16,1.0,True,False,True,False,False,False,False
chameleon,0,936,4,4,4,4,0.9969480322906747,0.2932239086326262,1.0,True,False,True,False,False,False,False
chameleon,0,939,0,0,0,0,0.9977209875360131,0.406031837226142,1.0,True,False,True,False,False,False,False
chameleon,0,941,1,1,1,1,0.9945352282375097,0.28149185574506586,1.0,True,False,True,False,False,False,False
chameleon,0,944,4,1,1,1,0.8510833121836185,0.2166801324895445,1.0,True,False,True,False,False,False,False
chameleon,0,950,1,0,0,0,0.20328989624977112,0.5830385779847885,1.0,True,False,True,False,False,False,False
chameleon,0,961,1,1,1,1,0.9882496609352529,0.26921775836892653,1.0,True,False,True,False,False,False,False
chameleon,0,967,0,0,0,0,0.20328989624977112,0.09573934526038386,1.0,True,False,True,False,False,False,False
chameleon,0,969,1,0,0,0,0.20328989624977112,0.00034990528965863634,1.0,True,False,True,False,False,False,False
chameleon,0,971,4,3,3,3,0.9957052151439711,0.556688480079174,1.0,True,False,True,False,False,False,False
chameleon,0,977,0,0,0,0,0.20328989624977112,0.17800868866448535,1.0,True,False,True,False,False,False,False
chameleon,0,980,4,4,4,4,0.9937420403584838,0.24306632465627664,1.0,True,False,True,False,False,False,False
chameleon,0,981,3,3,3,3,0.9999999964852355,0.27583751188109906,1.0,True,False,True,False,False,False,False
chameleon,0,983,1,2,2,2,0.7709702029824257,0.11343443298723645,1.0,True,False,True,False,False,False,False
chameleon,0,994,0,0,0,0,0.8076832965016365,0.24794829086386017,1.0,True,False,True,False,False,False,False
chameleon,0,1009,2,2,2,2,0.930565670132637,0.28461532024333,1.0,True,False,True,False,False,False,False
chameleon,0,1013,0,4,4,4,0.9576675100252032,0.11776939269151453,1.0,True,False,True,False,False,False,False
chameleon,0,1014,1,4,4,4,0.6764606237411499,0.05476324859166743,1.0,True,False,True,False,False,False,False
chameleon,0,1016,3,0,0,0,0.128703773021698,0.5555452853441238,1.0,True,False,True,False,False,False,False
chameleon,0,1029,3,4,4,4,0.1391366422176361,0.3052118626469721,1.0,True,False,True,False,False,False,False
chameleon,0,1035,4,2,2,2,0.9939334066584706,0.0002621848543640226,1.0,True,False,True,False,False,False,False
chameleon,0,1037,3,3,3,3,0.9998795771716686,0.35142378550422704,1.0,True,False,True,False,False,False,False
chameleon,0,1040,3,4,4,4,0.7862858101725578,0.4405046831816435,1.0,True,False,True,False,False,False,False
chameleon,0,1048,3,3,3,3,0.9952166391303763,0.09491752929312093,1.0,True,False,True,False,False,False,False
chameleon,0,1054,1,0,0,0,0.20328989624977112,0.15852533206160094,1.0,True,False,True,False,False,False,False
chameleon,0,1056,3,3,3,3,0.916017223149538,0.720521941781044,1.0,True,False,True,False,False,False,False
chameleon,0,1066,2,1,1,1,0.9033751226961613,0.03715932893886693,1.0,True,False,True,False,False,False,False
chameleon,0,1068,1,1,1,1,0.4059101343154907,0.05814671628631479,1.0,True,False,True,False,False,False,False
chameleon,0,1074,1,2,2,2,0.8187715262174606,0.5306457877159119,1.0,True,False,True,False,False,False,False
chameleon,0,1075,0,0,0,0,0.674155056476593,0.20914484712704962,1.0,True,False,True,False,False,False,False
chameleon,0,1077,0,0,0,0,0.20328989624977112,0.194181632135718,1.0,True,False,True,False,False,False,False
chameleon,0,1092,4,4,4,4,0.25220832228660583,0.48288220976944274,1.0,True,False,True,False,False,False,False
chameleon,0,1104,1,0,0,0,0.38293561339378357,0.27586723218111586,1.0,True,False,True,False,False,False,False
chameleon,0,1105,0,0,0,0,0.20328989624977112,0.00018055806824301968,1.0,True,False,True,False,False,False,False
chameleon,0,1110,0,0,0,0,0.13912779092788696,0.374558107718184,1.0,True,False,True,False,False,False,False
chameleon,0,1113,2,0,0,0,0.16527622938156128,0.3124717950820923,1.0,True,False,True,False,False,False,False
chameleon,0,1114,4,3,3,3,0.9993173289403785,0.09406306667574427,1.0,True,False,True,False,False,False,False
chameleon,0,1116,4,4,4,4,0.5309302657842636,0.6404392269469099,1.0,True,False,True,False,False,False,False
chameleon,0,1136,0,2,2,2,0.3672788441181183,3.266738133334002e-07,1.0,True,False,True,False,False,False,False
chameleon,0,1139,2,0,0,0,0.9242754988372326,0.11130454735325263,1.0,True,False,True,False,False,False,False
chameleon,0,1142,0,0,0,0,0.20328989624977112,0.5356691963911632,1.0,True,False,True,False,False,False,False
chameleon,0,1146,3,0,0,0,0.9261600617319345,0.049080521594840464,1.0,True,False,True,False,False,False,False
chameleon,0,1147,0,1,1,1,0.6713291257619858,0.04403956651693251,1.0,True,False,True,False,False,False,False
chameleon,0,1164,4,0,0,0,0.9789375816471875,0.13214081499016422,1.0,True,False,True,False,False,False,False
chameleon,0,1170,1,3,3,3,0.9930584612302482,0.3021900782927723,1.0,True,False,True,False,False,False,False
chameleon,0,1172,2,3,3,3,0.995239936048165,0.5539644360542297,1.0,True,False,True,False,False,False,False
chameleon,0,1179,2,3,3,3,0.0050275325775146484,0.2741520813627479,1.0,True,True,True,True,False,False,False
chameleon,0,1181,0,2,2,2,0.8208949565887451,0.15652528780628927,1.0,True,False,False,False,False,False,False
chameleon,0,1185,3,1,1,1,0.9170760251581669,0.36347316205501556,1.0,True,False,True,False,False,False,False
chameleon,0,1186,0,1,1,1,0.5502796471118927,0.16741471129106364,1.0,True,False,True,False,False,False,False
chameleon,0,1191,4,1,1,1,0.21158462762832642,0.32298598073142065,1.0,True,False,True,False,False,False,False
chameleon,0,1193,1,1,1,1,0.9691741820424795,0.24394247359769794,1.0,True,False,True,False,False,False,False
chameleon,0,1194,4,3,3,3,0.9999752550129415,0.0016828158113639802,1.0,True,False,False,False,False,False,False
chameleon,0,1196,2,2,2,2,0.877923883497715,0.13855153665151324,1.0,True,False,True,False,False,False,False
chameleon,0,1197,1,1,1,1,0.9691741820424795,0.001130101366652525,1.0,True,False,True,False,False,False,False
chameleon,0,1202,0,1,1,1,0.09049752354621887,0.5861261540191636,1.0,True,False,True,False,False,False,False
chameleon,0,1205,4,4,4,4,0.9743005717173219,1.0,1.0,True,False,True,False,False,False,False
chameleon,0,1213,4,0,0,0,0.9968785641249269,0.08782121861198296,1.0,True,False,True,False,False,False,False
chameleon,0,1219,0,0,0,0,0.20328989624977112,0.20914484712704962,1.0,True,False,True,False,False,False,False
chameleon,0,1220,3,4,4,4,0.9651702269911766,0.07893672912064176,1.0,True,False,True,False,False,False,False
chameleon,0,1227,3,0,0,0,0.030384838581085205,6.185824759086245e-07,1.0,True,True,True,True,False,False,False
chameleon,0,1228,3,1,1,1,0.6726331114768982,0.2949670204449022,1.0,True,False,True,False,False,False,False
chameleon,0,1230,3,4,4,4,0.3079247623682022,0.2111096806280432,1.0,True,False,True,False,False,False,False
chameleon,0,1242,3,4,4,4,0.9931013602763414,0.11135819831835524,1.0,True,False,True,False,False,False,False
chameleon,0,1245,3,2,2,2,0.9993923841684591,0.05081684699494554,1.0,True,False,True,False,False,False,False
chameleon,0,1246,1,1,1,1,0.9691741820424795,0.24394247359769794,1.0,True,False,True,False,False,False,False
chameleon,0,1248,0,0,0,0,0.20328989624977112,0.4705590930875161,1.0,True,False,True,False,False,False,False
chameleon,0,1249,3,3,3,3,0.6548493355512619,0.27185559687368366,1.0,True,False,True,False,False,False,False
chameleon,0,1251,2,4,4,4,0.22386841475963593,0.06680210799940516,1.0,True,False,True,False,False,False,False
chameleon,0,1256,4,3,3,3,0.8581719025969505,0.2059319999379627,1.0,True,False,True,False,False,False,False
chameleon,0,1273,2,0,0,0,0.15730109810829163,0.1202500555817873,1.0,True,False,True,False,False,False,False
chameleon,0,1275,3,4,4,4,0.9956527717877179,0.10501317697344348,1.0,True,False,True,False,False,False,False
chameleon,0,1276,3,3,3,3,0.2492181956768036,0.3173404742380323,1.0,True,False,True,False,False,False,False
chameleon,0,1283,1,0,0,0,0.4142930209636688,0.5969486515985929,1.0,True,False,True,False,False,False,False
chameleon,0,1284,2,0,0,0,0.09842482209205627,0.05998595581706414,1.0,True,False,True,False,False,False,False
chameleon,0,1293,4,4,4,4,0.8363878503441811,0.12214361364853435,1.0,True,False,True,False,False,False,False
chameleon,0,1299,2,0,0,0,0.2431691586971283,0.18174852053440796,1.0,True,False,True,False,False,False,False
chameleon,0,1324,1,0,0,0,0.20328989624977112,0.19623314121326985,1.0,True,False,True,False,False,False,False
chameleon,0,1331,2,4,4,4,0.9999357648703153,0.2707177713782585,1.0,True,False,True,False,False,False,False
chameleon,0,1332,4,4,4,4,0.18809759616851807,0.35529803497038304,1.0,True,False,True,False,False,False,False
chameleon,0,1338,4,3,3,3,0.9984332787571475,0.31273449937812986,1.0,True,False,True,False,False,False,False
chameleon,0,1339,4,4,4,4,0.9711517291143537,0.18657807140886323,1.0,True,False,True,False,False,False,False
chameleon,0,1343,4,4,4,4,0.9989487665006891,0.33976174518465996,1.0,True,False,False,False,False,False,False
chameleon,0,1345,0,0,0,0,0.20328989624977112,0.23320219755802327,1.0,True,False,True,False,False,False,False
